time,price,bid,ask
2016-04-12 12:30:15.245623,27.4499,27.38,27.37
2016-04-12 12:30:15.789557,27.4499,27.38,27.37
2016-04-12 12:30:15.955460,27.4499,27.38,27.37
2016-04-12 12:30:16.118326,27.4499,27.38,27.37
2016-04-12 12:30:16.288798,27.4499,27.38,27.37
2016-04-12 12:30:16.444379,27.4499,27.38,27.37
2016-04-12 12:30:16.671626,27.4499,27.38,27.37
2016-04-12 12:30:16.823937,27.4499,27.38,27.37
2016-04-12 12:30:17.060225,27.4499,27.38,27.37
2016-04-12 12:30:17.245995,27.4499,27.38,27.37
2016-04-12 12:30:17.398019,27.4499,27.38,27.37
2016-04-12 12:30:17.554864,27.4499,27.38,27.37
2016-04-12 12:30:17.707298,27.4499,27.38,27.37
2016-04-12 12:30:17.867855,27.4499,27.38,27.37
2016-04-12 12:30:18.025370,27.4499,27.38,27.37
2016-04-12 12:30:18.186982,27.445,27.38,27.37
2016-04-12 12:30:18.340423,27.445,27.38,27.37
2016-04-12 12:30:18.506688,27.445,27.38,27.37
2016-04-12 12:30:18.661335,27.445,27.38,27.37
2016-04-12 12:30:18.823561,27.445,27.38,27.37
2016-04-12 12:30:18.983456,27.445,27.38,27.37
2016-04-12 12:30:19.157092,27.445,27.38,27.37
2016-04-12 12:30:19.311377,27.445,27.38,27.37
2016-04-12 12:30:19.454016,27.445,27.38,27.37
2016-04-12 12:30:19.649689,27.445,27.38,27.37
2016-04-12 12:30:19.805346,27.445,27.38,27.37
2016-04-12 12:30:19.956429,27.445,27.38,27.37
2016-04-12 12:30:20.105259,27.445,27.38,27.37
2016-04-12 12:30:20.267155,27.445,27.38,27.37
2016-04-12 12:30:20.425343,27.445,27.38,27.37
2016-04-12 12:30:20.595734,27.445,27.38,27.37
2016-04-12 12:30:20.763815,27.445,27.38,27.37
2016-04-12 12:30:20.926708,27.445,27.38,27.37
2016-04-12 12:30:21.093753,27.445,27.38,27.37
2016-04-12 12:30:21.256299,27.445,27.38,27.37
2016-04-12 12:30:21.413209,27.445,27.38,27.37
2016-04-12 12:30:21.561428,27.446,27.38,27.37
2016-04-12 12:30:21.745902,27.446,27.38,27.37
2016-04-12 12:30:21.905547,27.4468,27.38,27.37
2016-04-12 12:30:22.078879,27.4468,27.38,27.37
2016-04-12 12:30:22.234476,27.4468,27.38,27.37
2016-04-12 12:30:22.397354,27.4468,27.38,27.37
2016-04-12 12:30:22.560077,27.4468,27.38,27.37
2016-04-12 12:30:22.720817,27.4468,27.38,27.37
2016-04-12 12:30:22.894768,27.4468,27.38,27.37
2016-04-12 12:30:23.046509,27.4468,27.38,27.37
2016-04-12 12:30:23.202107,27.44,27.38,27.37
2016-04-12 12:30:23.361566,27.44,27.38,27.37
2016-04-12 12:30:23.522095,27.44,27.38,27.37
2016-04-12 12:30:23.684508,27.44,27.38,27.37
2016-04-12 12:30:23.851578,27.44,27.38,27.37
2016-04-12 12:30:24.059571,27.44,27.38,27.37
2016-04-12 12:30:24.215304,27.44,27.38,27.37
