time,price,bid,ask
2016-04-12 12:35:48.136925,59.06,58.98,58.97
2016-04-12 12:35:48.281773,59.06,58.98,58.97
2016-04-12 12:35:48.445451,59.06,58.98,58.97
2016-04-12 12:35:48.597686,59.06,58.98,58.97
2016-04-12 12:35:48.771636,59.06,58.98,58.97
2016-04-12 12:35:49.000848,59.06,58.98,58.97
2016-04-12 12:35:49.182333,59.0601,58.98,58.97
2016-04-12 12:35:49.591212,59.07,58.98,58.97
2016-04-12 12:35:49.751452,59.07,58.98,58.97
2016-04-12 12:35:49.894584,59.07,58.98,58.97
2016-04-12 12:35:50.046668,59.07,58.98,58.97
2016-04-12 12:35:50.220313,59.0733,58.98,58.97
2016-04-12 12:35:50.374667,59.0733,58.98,58.97
2016-04-12 12:35:50.533932,59.0733,58.98,58.97
2016-04-12 12:35:50.712855,59.0733,58.98,58.97
2016-04-12 12:35:50.875714,59.0733,58.98,58.97
2016-04-12 12:35:51.033733,59.0733,58.98,58.97
2016-04-12 12:35:51.191147,59.0733,58.98,58.97
2016-04-12 12:35:51.346277,59.0733,58.98,58.97
2016-04-12 12:35:51.491576,59.0733,58.98,58.97
2016-04-12 12:35:51.633903,59.0733,58.98,58.97
2016-04-12 12:35:51.824529,59.085,58.98,58.97
2016-04-12 12:35:51.972889,59.085,58.98,58.97
2016-04-12 12:35:52.123393,59.085,58.98,58.97
2016-04-12 12:35:52.271288,59.085,58.98,58.97
2016-04-12 12:35:52.423276,59.085,58.98,58.97
2016-04-12 12:35:52.576183,59.085,58.98,58.97
2016-04-12 12:35:52.779999,59.085,58.98,58.97
2016-04-12 12:35:52.955560,59.085,58.98,58.97
2016-04-12 12:35:53.306826,59.085,58.98,58.97
2016-04-12 12:35:53.454948,59.0957,58.98,58.97
2016-04-12 12:35:53.593706,59.0957,58.98,58.97
2016-04-12 12:35:53.754004,59.0957,58.98,58.97
2016-04-12 12:35:53.992887,59.0957,58.98,58.97
2016-04-12 12:35:54.149261,59.0957,58.98,58.97
2016-04-12 12:35:54.304701,59.0957,58.98,58.97
2016-04-12 12:35:54.462330,59.0957,58.98,58.97
2016-04-12 12:35:54.626383,59.0957,58.98,58.97
2016-04-12 12:35:54.787115,59.0957,58.98,58.97
2016-04-12 12:35:54.946751,59.0957,58.98,58.97
2016-04-12 12:35:55.103625,59.0957,58.98,58.97
2016-04-12 12:35:55.272377,59.0957,58.98,58.97
2016-04-12 12:35:55.422271,59.0957,58.98,58.97
2016-04-12 12:35:55.581119,59.0957,58.98,58.97
2016-04-12 12:35:55.753970,59.0957,58.98,58.97
2016-04-12 12:35:55.922118,59.095,58.98,58.97
2016-04-12 12:35:56.084545,59.095,58.98,58.97
2016-04-12 12:35:56.249246,59.095,58.98,58.97
2016-04-12 12:35:56.412805,59.095,58.98,58.97
2016-04-12 12:35:56.567345,59.095,58.98,58.97
2016-04-12 12:35:56.730824,59.095,58.98,58.97
2016-04-12 12:35:56.902273,59.095,58.98,58.97
2016-04-12 12:35:57.163644,59.095,58.98,58.97
2016-04-12 12:35:57.312835,59.095,58.98,58.97
2016-04-12 12:35:57.473466,59.095,58.98,58.97
2016-04-12 12:35:57.628185,59.095,58.98,58.97
2016-04-12 12:35:57.793432,59.095,58.98,58.97
2016-04-12 12:35:58.034624,59.1,58.98,58.97
2016-04-12 12:35:58.186907,59.1,58.98,58.97
2016-04-12 12:35:58.337212,59.1,58.98,58.97
2016-04-12 12:35:58.485350,59.1,58.98,58.97
2016-04-12 12:35:58.643426,59.1,58.98,58.97
2016-04-12 12:35:58.794259,59.1,58.98,58.97
2016-04-12 12:35:58.965603,59.1,58.98,58.97
2016-04-12 12:35:59.120915,59.1,58.98,58.97
2016-04-12 12:35:59.286083,59.1,58.98,58.97
2016-04-12 12:35:59.437786,59.1,58.98,58.97
2016-04-12 12:35:59.587394,59.1,58.98,58.97
2016-04-12 12:35:59.733676,59.1,58.98,58.97
2016-04-12 12:35:59.891881,59.1,58.98,58.97
2016-04-12 12:36:00.052409,59.1,58.98,58.97
2016-04-12 12:36:00.205429,59.1,58.98,58.97
2016-04-12 12:36:00.361140,59.1,58.98,58.97
2016-04-12 12:36:00.534541,59.1,58.98,58.97
2016-04-12 12:36:00.687913,59.1,58.98,58.97
2016-04-12 12:36:00.834064,59.1,58.98,58.97
2016-04-12 12:36:01.018930,59.1,58.98,58.97
2016-04-12 12:36:01.168072,59.1,58.98,58.97
2016-04-12 12:36:01.327729,59.1,58.98,58.97
2016-04-12 12:36:01.494949,59.1,58.98,58.97
2016-04-12 12:36:01.667127,59.1,58.98,58.97
2016-04-12 12:36:01.821638,59.1,58.98,58.97
2016-04-12 12:36:01.989156,59.1,58.98,58.97
2016-04-12 12:36:02.151982,59.1,58.98,58.97
2016-04-12 12:36:02.334870,59.1,58.98,58.97
2016-04-12 12:36:02.497037,59.1,58.98,58.97
2016-04-12 12:36:02.665288,59.1,58.98,58.97
2016-04-12 12:36:02.814666,59.1,58.98,58.97
2016-04-12 12:36:02.984774,59.1,58.98,58.97
2016-04-12 12:36:03.138903,59.1,58.98,58.97
2016-04-12 12:36:03.281256,59.1,58.98,58.97
2016-04-12 12:36:03.439653,59.096,58.98,58.97
2016-04-12 12:36:03.601892,59.096,58.98,58.97
2016-04-12 12:36:03.771294,59.096,58.98,58.97
2016-04-12 12:36:03.927583,59.096,58.98,58.97
2016-04-12 12:36:04.088561,59.096,58.98,58.97
2016-04-12 12:36:04.250003,59.096,58.98,58.97
2016-04-12 12:36:04.414727,59.096,58.98,58.97
2016-04-12 12:36:04.564237,59.096,58.98,58.97
2016-04-12 12:36:04.717367,59.096,58.98,58.97
2016-04-12 12:36:04.877225,59.096,58.98,58.97
2016-04-12 12:36:05.037415,59.096,58.98,58.97
2016-04-12 12:36:05.180004,59.096,58.98,58.97
2016-04-12 12:36:05.334095,59.096,58.98,58.97
2016-04-12 12:36:05.489482,59.096,58.98,58.97
2016-04-12 12:36:05.660679,59.096,58.98,58.97
2016-04-12 12:36:05.823761,59.096,58.98,58.97
2016-04-12 12:36:05.986838,59.096,58.98,58.97
2016-04-12 12:36:06.137386,59.096,58.98,58.97
2016-04-12 12:36:06.323965,59.096,58.98,58.97
2016-04-12 12:36:06.489779,59.096,58.98,58.97
2016-04-12 12:36:06.673169,59.096,58.98,58.97
2016-04-12 12:36:06.820566,59.096,58.98,58.97
2016-04-12 12:36:06.974116,59.096,58.98,58.97
2016-04-12 12:36:07.133120,59.096,58.98,58.97
2016-04-12 12:36:07.305521,59.096,58.98,58.97
2016-04-12 12:36:07.492477,59.096,58.98,58.97
2016-04-12 12:36:07.651006,59.0965,58.98,58.97
2016-04-12 12:36:07.833283,59.0965,58.98,58.97
2016-04-12 12:36:07.999148,59.0965,58.98,58.97
2016-04-12 12:36:08.187139,59.0965,58.98,58.97
2016-04-12 12:36:08.343109,59.0965,58.98,58.97
2016-04-12 12:36:08.530679,59.0965,58.98,58.97
2016-04-12 12:36:08.715552,59.0965,58.98,58.97
2016-04-12 12:36:08.878896,59.0965,58.98,58.97
2016-04-12 12:36:09.046846,59.0965,58.98,58.97
2016-04-12 12:36:09.216601,59.0965,58.98,58.97
2016-04-12 12:36:09.668883,59.0965,58.98,58.97
2016-04-12 12:36:09.845556,59.0965,58.98,58.97
2016-04-12 12:36:10.007525,59.0965,58.98,58.97
2016-04-12 12:36:10.186338,59.0965,58.98,58.97
2016-04-12 12:36:10.366027,59.0965,58.98,58.97
